locality_id,locality_name,name_occurrence,official_placename,has_macron
7101,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7101,Maori Bay,suburb_4th_order,Māori Bay,T
7112,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
7131,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
7134,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
7143,Mangonui Harbour,suburb_3rd_order,Mangōnui Harbour,T
7147,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
7149,Otaiatoa Bay,suburb_4th_order,Ōtaiātoa Bay,T
7159,Mokau Bay,suburb_4th_order,Mōkau Bay,T
7160,Mokau Inlet,suburb_4th_order,Mōkau Inlet,T
7167,Ruakaka Bay,suburb_3rd_order,Ruakākā Bay,T
7176,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
7191,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7193,Ngawhakawhiti Bay,suburb_4th_order,Ngāwhakawhiti Bay,T
7196,Nguroa Bay,suburb_4th_order,Ngūroa Bay,T
7197,Parengarenga Harbour,suburb_3rd_order,Pārengarenga Harbour,T
7199,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7207,Oakura Bay,suburb_4th_order,Ōakura Bay,T
7208,Oamaru Bay,suburb_4th_order,Ōamaru Bay,T
7209,Oananga Bay,suburb_4th_order,Ōananga Bay,T
7214,Ohau Bay,suburb_4th_order,Ōhau Bay,T
7226,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7229,Okawa Bay,suburb_4th_order,Ōkawa Bay,T
7232,Okiwi Bay,suburb_4th_order,Ōkiwi Bay,T
7233,Okiwi Bay,suburb_4th_order,Ōkiwi Bay,T
7243,Omarupoto Bay,suburb_4th_order,Ōmarupoto Bay,T
7245,Omokau Bay,suburb_4th_order,Ōmōkau Bay,T
7258,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7264,Opau Bay,suburb_4th_order,Ōpau Bay,T
7290,Otangimoana Bay,suburb_3rd_order,Ōtangimoana Bay,T
7291,Otara Bay,suburb_4th_order,Ōtara Bay,T
7292,Otara Bay,suburb_4th_order,Ōtara Bay,T
7294,Otarawao Bay,suburb_4th_order,Ōtarawao Bay,T
7295,Otarawao Bay,suburb_4th_order,Ōtarawao Bay,T
7299,Otautu Bay,suburb_4th_order,Ōtautū Bay,T
7300,Otautu Bay,suburb_4th_order,Ōtautū Bay,T
7306,Otuwhero Inlet,suburb_4th_order,Otūwhero Inlet,T
7308,Owhiro Bay,suburb_4th_order,Ōwhiro Bay,T
7314,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
7319,Pakawau Inlet,suburb_4th_order,Pākawau Inlet,T
7324,Lake Rotoma,suburb_1st_order,Lake Rotomā,T
7346,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
7370,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
7375,Ruakaka Bay,suburb_3rd_order,Ruakākā Bay,T
7378,Te Pohue Bay,suburb_4th_order,Te Pōhue Bay,T
7409,Purakaunui Bay,suburb_4th_order,Pūrākaunui Bay,T
7410,Purakaunui Bay,suburb_4th_order,Pūrākaunui Bay,T
7411,Purakaunui Inlet,suburb_4th_order,Pūrākaunui Inlet,T
7412,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
7416,Rahuiroa Bay,suburb_4th_order,Rāhuiroa Bay,T
7419,Kohatupapa / Ranfurly Bay,suburb_4th_order,Kōhatupapā / Ranfurly Bay,T
7424,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
7424,Rapaki Bay,suburb_4th_order,Rāpaki Bay,T
7425,Rapatu Bay,suburb_4th_order,Rāpatu Bay,T
7426,Ruakaka Bay,suburb_3rd_order,Ruakākā Bay,T
7437,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
7441,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7458,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
7459,Ruakaka Bay,suburb_3rd_order,Ruakākā Bay,T
7466,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7516,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
7517,Parengarenga Harbour,suburb_3rd_order,Pārengarenga Harbour,T
7519,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7532,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7534,Waitata Bay,suburb_3rd_order,Waitātā Bay,T
7534,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7547,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7553,Sutherland Sound,suburb_4th_order,Te Hāpua / Sutherland Sound,T
7563,Tahunapo Bay,suburb_4th_order,Tahunapō Bay,T
7575,Takou Bay,suburb_4th_order,Tākou Bay,T
7601,Te Arero Bay,suburb_4th_order,Te Ārero Bay,T
7606,Te Hapua Bay,suburb_4th_order,Te Hāpua Bay,T
7608,Te Hinau Bay,suburb_4th_order,Te Hīnau Bay,T
7635,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7640,Te Pohue Bay,suburb_4th_order,Te Pōhue Bay,T
7647,Te Rata Bay,suburb_4th_order,Te Rātā Bay,T
7653,Te Ti Bay,suburb_4th_order,Te Tī Bay,T
7654,Te Ti Bay,suburb_4th_order,Te Tī Bay,T
7658,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7677,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
7687,Tirau Bay,suburb_4th_order,Tīrau Bay,T
7688,Titahi Bay,suburb_4th_order,Tītahi Bay,T
7705,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7717,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7717,Waitata Bay,suburb_3rd_order,Waitātā Bay,T
7732,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7737,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7759,Waikereru Bay,suburb_4th_order,Waikererū Bay,T
7766,Wainikau Bay,suburb_4th_order,Wainīkau Bay,T
7771,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7778,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7786,Ruakaka Bay,suburb_3rd_order,Ruakākā Bay,T
7799,Waitata Bay,suburb_3rd_order,Waitātā Bay,T
7799,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7800,Waitata Bay,suburb_4th_order,Waitātā Bay,T
7802,Waitepipi Bay,suburb_4th_order,Waitepipī Bay,T
7809,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7825,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
7846,Whangaparaoa Bay,suburb_4th_order,Whangaparāoa Bay,T
7847,Whangape Harbour,suburb_4th_order,Whangapē Harbour,T
7851,Lake Rotoma,suburb_1st_order,Lake Rotomā,T
7891,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
7917,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
2389,Taupo,majorlocality_name,Taupō,T
8000,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8056,Hapuatuna Bay,suburb_4th_order,Hāpuatuna Bay,T
8061,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
8070,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8135,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8144,Maori Bay,suburb_4th_order,Māori Bay,T
8174,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8195,Oakura Bay,suburb_4th_order,Ōakura Bay,T
8196,Oamaru Bay,suburb_4th_order,Ōamaru Bay,T
8198,Okere Inlet,suburb_3rd_order,Ōkere Inlet,T
8215,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8231,Otu Bay,suburb_4th_order,Otū Bay,T
8247,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
8266,Turanganui a Kiwa / Poverty Bay,suburb_3rd_order,Tūranganui-a-Kiwa / Poverty Bay,T
8324,Lake Wanaka,suburb_1st_order,Lake Wānaka,T
8329,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8337,Parengarenga Harbour,suburb_3rd_order,Pārengarenga Harbour,T
8368,Tikotatahi Bay,suburb_4th_order,Tikotātahi Bay,T
8379,Tutaepawhati Bay,suburb_4th_order,Tūtaepāwhati Bay,T
8387,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8400,Waitakere Bay,suburb_4th_order,Waitākere Bay,T
8401,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
8406,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8431,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8465,Lyttelton Harbour / Whakaraupo,suburb_3rd_order,Lyttelton Harbour/Whakaraupō,T
8466,Mangonui Harbour,suburb_3rd_order,Mangōnui Harbour,T
8484,Parengarenga Harbour,suburb_3rd_order,Pārengarenga Harbour,T
8494,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8511,Turanganui a Kiwa / Poverty Bay,suburb_3rd_order,Tūranganui-a-Kiwa / Poverty Bay,T
8525,Thompson Sound,suburb_3rd_order,Te Awa-o-Tū / Thompson Sound,T
8551,Whangarei Harbour,suburb_2nd_order,Whangārei Harbour,T
8569,Mokau Bay,suburb_4th_order,Mōkau Bay,T
8573,Opotiki Bay,suburb_4th_order,Ōpōtiki Bay,T
8590,Parengarenga Harbour,suburb_3rd_order,Pārengarenga Harbour,T
8631,Waitemata Harbour,suburb_3rd_order,Waitematā Harbour,T
8636,Waitata Reach,suburb_2nd_order,Waitātā Reach,T
8646,Waitarere Beach,suburb_4th_order,Waitārere,T
8647,Otaki Beach,suburb_4th_order,Ōtaki Beach,T
8649,Omiha,suburb_4th_order,Ōmiha,T
8695,Totara Park,suburb_4th_order,Tōtara Park,T
8697,East Tamaki Heights,suburb_4th_order,East Tāmaki Heights,T
8698,Totara Rocks,suburb_4th_order,Tōtara Rocks,T
8708,Lake Rotoma,suburb_4th_order,Lake Rotomā,T
8710,Kaikaitahuna Bay,suburb_4th_order,Kaikaitāhuna Bay,T
8711,Owhatiura Bay,suburb_4th_order,Ōwhatiura Bay,T
8713,Pourakau Bay,suburb_4th_order,Pourākau Bay,T
8715,Te Karamuramu Bay,suburb_4th_order,Te Kāramuramu Bay,T
8718,Waiteti Bay,suburb_4th_order,Waitetī Bay,T
8720,Manupirua Bay,suburb_4th_order,Manupīrua Bay,T
8721,Ngapuka Bay,suburb_4th_order,Ngāpuka Bay,T
8722,Okahutoroa Bay,suburb_4th_order,Ōkahutoroa Bay,T
8724,Otaramarae Bay,suburb_4th_order,Ōtaramarae Bay,T
8731,Tawhakarere Bay,suburb_4th_order,Tāwhakarere Bay,T
8732,Te Kopiha Bay,suburb_4th_order,Te Kōpiha Bay,T
8734,Tumoana Bay,suburb_4th_order,Tūmoana Bay,T
8736,Okere Inlet,suburb_3rd_order,Ōkere Inlet,T
8738,Ngamimiro Bay,suburb_4th_order,Ngāmimiro Bay,T
8739,Lake Rotoma,suburb_1st_order,Lake Rotomā,T
8739,Otumarokura Bay,suburb_4th_order,Ōtūmarokura Bay,T
8740,Lake Rotoma,suburb_1st_order,Lake Rotomā,T
8741,Lake Rotoma,suburb_1st_order,Lake Rotomā,T
8742,Ngahaua Bay,suburb_4th_order,Ngāhauā Bay,T
8743,Oruaroa Bay,suburb_4th_order,Ōruaroa Bay,T
8743,Otangimoana Bay,suburb_3rd_order,Ōtangimoana Bay,T
8746,Moura Bay,suburb_4th_order,Mourā Bay,T
8747,Ngahereta Bay,suburb_4th_order,Ngāheretā Bay,T
8748,Ruakopu Bay,suburb_4th_order,Ruakōpū Bay,T
8750,Te Rata Bay,suburb_4th_order,Te Rātā Bay,T
8815,Whangarei,suburb_4th_order,Whangārei,T
8835,Otahuhu,suburb_4th_order,Ōtāhuhu,T
8870,Takapuwahia,suburb_4th_order,Takapūwāhia,T
8879,Okarito Lagoon,suburb_4th_order,Ōkārito Lagoon,T
8899,Raukumara,suburb_4th_order,Raukūmara,T
8910,Wharekopae,suburb_4th_order,Wharekōpae,T
8937,Paekakariki Hill,suburb_4th_order,Paekākāriki Hill,T
8938,Ranui,suburb_4th_order,Rānui,T
8966,Mataitai Bay,suburb_4th_order,Mātaitai Bay,T
1687,Tinui,majorlocality_name,Tīnui,T
2369,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
1582,Taneatua,city_name,Tāneatua,T
6527,Mangonui,majorlocality_name,Mangōnui,T
2849,Whangarei,city_name,Whangārei,T
2963,Kumeu,majorlocality_name,Kumeū,T
1627,Opunake,majorlocality_name,Ōpunake,T
750,Putaruru,majorlocality_name,Putāruru,T
958,Nuhaka,majorlocality_name,Nūhaka,T
2673,Omokoroa,city_name,Ōmokoroa,T
630,Kaikoura,city_name,Kaikōura,T
2025,Whangarei,majorlocality_name,Whangārei,T
2251,Whangarei,city_name,Whangārei,T
4038,Turangi,majorlocality_name,Tūrangi,T
2440,Whirinaki Forest Park,majorlocality_name,Whirinaki Te Pua-a-Tāne Conservation Park,T
2844,Whangarei,city_name,Whangārei,T
2841,Whangarei,majorlocality_name,Whangārei,T
2827,Whangarei,majorlocality_name,Whangārei,T
3982,Taupo,majorlocality_name,Taupō,T
8648,Otaki,majorlocality_name,Ōtaki,T
8659,Turangi,majorlocality_name,Tūrangi,T
2466,Kaikoura,majorlocality_name,Kaikōura,T
4098,Taupo,city_name,Taupō,T
2828,Whangarei,majorlocality_name,Whangārei,T
568,Whangarei,majorlocality_name,Whangārei,T
2469,Kaikoura,majorlocality_name,Kaikōura,T
1981,Taupo,majorlocality_name,Taupō,T
2217,Ohaupo,city_name,Ōhaupō,T
4016,Okaihau,majorlocality_name,Ōkaihau,T
2847,Whangarei,city_name,Whangārei,T
2408,Turangi,majorlocality_name,Tūrangi,T
2187,Taupo,majorlocality_name,Taupō,T
2659,Ohope,majorlocality_name,Ōhope,T
3420,Whangarei,city_name,Whangārei,T
2443,Turangi,majorlocality_name,Tūrangi,T
2680,Whangamata,majorlocality_name,Whangamatā,T
2277,Whakatane,majorlocality_name,Whakatāne,T
8860,Taupo,majorlocality_name,Taupō,T
3714,Otaki,majorlocality_name,Ōtaki,T
824,Kaikoura,majorlocality_name,Kaikōura,T
703,Opaki,majorlocality_name,Ōpaki,T
2842,Whangarei,majorlocality_name,Whangārei,T
1070,Oakura,majorlocality_name,Ōakura,T
2838,Whangarei,city_name,Whangārei,T
1313,Whangarei,city_name,Whangārei,T
336,Eketahuna,majorlocality_name,Eketāhuna,T
2850,Whangarei,city_name,Whangārei,T
642,Owhango,majorlocality_name,Ōwhango,T
3643,Otaki,majorlocality_name,Ōtaki,T
3449,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
854,Waimarama,majorlocality_name,Waimārama,T
71,Whangarei,majorlocality_name,Whangārei,T
833,Mangatawhiri,majorlocality_name,Mangatāwhiri,T
3979,Turangi,majorlocality_name,Tūrangi,T
620,Kahuranaki,majorlocality_name,Kahurānaki,T
4086,Mangonui,city_name,Mangōnui,T
2529,Takaka,city_name,Tākaka,T
1920,Whakatane,city_name,Whakatāne,T
900,Whangarei,majorlocality_name,Whangārei,T
8967,Takaka,majorlocality_name,Tākaka,T
2848,Whangarei,city_name,Whangārei,T
975,Takaka,majorlocality_name,Tākaka,T
8876,Kumeu,majorlocality_name,Kumeū,T
2314,Kaikoura,majorlocality_name,Kaikōura,T
2161,Lake Hawea,majorlocality_name,Lake Hāwea,T
1966,Whangarei,majorlocality_name,Whangārei,T
2605,Waimarama,majorlocality_name,Waimārama,T
1180,Paekakariki,majorlocality_name,Paekākāriki,T
1188,Whangarei,majorlocality_name,Whangārei,T
1087,Ohura,majorlocality_name,Ōhura,T
666,Hawera,majorlocality_name,Hāwera,T
2467,Kaikoura,majorlocality_name,Kaikōura,T
2019,Whakatane,majorlocality_name,Whakatāne,T
629,Kaikoura,majorlocality_name,Kaikōura,T
4034,Putaruru,majorlocality_name,Putāruru,T
897,Whangarei,majorlocality_name,Whangārei,T
1153,Whangarei,majorlocality_name,Whangārei,T
850,Mapua,city_name,Māpua,T
2005,Owhango,majorlocality_name,Ōwhango,T
2950,Okato,majorlocality_name,Ōkato,T
1376,Owhango,majorlocality_name,Ōwhango,T
2528,Takaka,majorlocality_name,Tākaka,T
1285,Whakatane,city_name,Whakatāne,T
1388,Whangarei,city_name,Whangārei,T
4069,Oparau,majorlocality_name,Ōpārau,T
513,Hawera,city_name,Hāwera,T
2275,Taupo,majorlocality_name,Taupō,T
3981,Taupo,city_name,Taupō,T
1703,Whangarei,majorlocality_name,Whangārei,T
2290,Whakatane,majorlocality_name,Whakatāne,T
3415,Tirau,city_name,Tīrau,T
1679,Whangarei,majorlocality_name,Whangārei,T
8866,Taupo,majorlocality_name,Taupō,T
8862,Taupo,city_name,Taupō,T
4000,Otaki,majorlocality_name,Ōtaki,T
512,Lake Hawea,majorlocality_name,Lake Hāwea,T
6528,Whangarei,city_name,Whangārei,T
1282,Whangarei,majorlocality_name,Whangārei,T
1268,Takaka,majorlocality_name,Tākaka,T
1246,Opunake,majorlocality_name,Ōpunake,T
879,Hawera,majorlocality_name,Hāwera,T
2236,Owhango,majorlocality_name,Ōwhango,T
2409,Tirau,majorlocality_name,Tīrau,T
2832,Whangarei,majorlocality_name,Whangārei,T
2370,Ohau,majorlocality_name,Ōhau,T
8867,Taupo,city_name,Taupō,T
2218,Whakatane,majorlocality_name,Whakatāne,T
1050,Hawera,city_name,Hāwera,T
4739,Whakatane,majorlocality_name,Whakatāne,T
2945,Makara Beach,majorlocality_name,Mākara Beach,T
3280,Takaka,majorlocality_name,Tākaka,T
2624,Nuhaka,majorlocality_name,Nūhaka,T
1083,Hawera,majorlocality_name,Hāwera,T
4020,Whangamata,majorlocality_name,Whangamatā,T
2858,Whangarei,city_name,Whangārei,T
1759,Takaka,majorlocality_name,Tākaka,T
1710,Ohura,majorlocality_name,Ōhura,T
2725,Orere Point,majorlocality_name,Ōrere Point,T
2948,Opunake,majorlocality_name,Ōpunake,T
1339,Putaruru,city_name,Putāruru,T
3637,Otaki,majorlocality_name,Ōtaki,T
2594,Tinui,majorlocality_name,Tīnui,T
8647,Otaki,majorlocality_name,Ōtaki,T
8861,Taupo,city_name,Taupō,T
1719,Takaka,majorlocality_name,Tākaka,T
2442,Taupo,city_name,Taupō,T
2857,Ruakaka,majorlocality_name,Ruakākā,T
34,Apiti,majorlocality_name,Āpiti,T
2403,Whakatane,majorlocality_name,Whakatāne,T
2344,Turangi,majorlocality_name,Tūrangi,T
2284,Tirau,majorlocality_name,Tīrau,T
8865,Taupo,majorlocality_name,Taupō,T
1413,Whangarei,city_name,Whangārei,T
1697,Tirau,city_name,Tīrau,T
3398,Ohaupo,majorlocality_name,Ōhaupō,T
247,Whakatane,majorlocality_name,Whakatāne,T
1454,Mapua,majorlocality_name,Māpua,T
2002,Taupo,majorlocality_name,Taupō,T
8868,Taupo,city_name,Taupō,T
3546,Ohaupo,city_name,Ōhaupō,T
4023,Atiamuri,majorlocality_name,Ātiamuri,T
2530,Takaka,majorlocality_name,Tākaka,T
2009,Atiamuri,majorlocality_name,Ātiamuri,T
1147,Hawera,majorlocality_name,Hāwera,T
2349,Kaikoura,majorlocality_name,Kaikōura,T
2661,Whakatane,majorlocality_name,Whakatāne,T
2021,Turangi,majorlocality_name,Tūrangi,T
1926,Whangarei,majorlocality_name,Whangārei,T
655,Hawera,majorlocality_name,Hāwera,T
1934,Whangarei,majorlocality_name,Whangārei,T
1404,Whangarei,majorlocality_name,Whangārei,T
680,Whangarei,city_name,Whangārei,T
2835,Whangarei,majorlocality_name,Whangārei,T
1704,Opotiki,majorlocality_name,Ōpōtiki,T
1991,Otane,majorlocality_name,Ōtāne,T
2269,Whakatane,majorlocality_name,Whakatāne,T
2834,Whangarei Heads,majorlocality_name,Whangārei Heads,T
827,Porangahau,majorlocality_name,Pōrangahau,T
889,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
2608,Porangahau,majorlocality_name,Pōrangahau,T
1248,Matata,majorlocality_name,Matatā,T
1341,Whangarei,city_name,Whangārei,T
2846,Whangarei,city_name,Whangārei,T
2970,Taupo,majorlocality_name,Taupō,T
2939,Opotiki,majorlocality_name,Ōpōtiki,T
8864,Taupo,majorlocality_name,Taupō,T
1624,Otaki,majorlocality_name,Ōtaki,T
2845,Whangarei,city_name,Whangārei,T
2851,Whangarei,majorlocality_name,Whangārei,T
3556,Ohaupo,city_name,Ōhaupō,T
2783,Okaihau,majorlocality_name,Ōkaihau,T
3332,Ohaupo,city_name,Ōhaupō,T
84,Takaka,majorlocality_name,Tākaka,T
1717,Opotiki,majorlocality_name,Ōpōtiki,T
8672,Turangi,city_name,Tūrangi,T
1120,Opotiki,city_name,Ōpōtiki,T
3240,Ngaruawahia,city_name,Ngāruawāhia,T
4104,Porangahau,majorlocality_name,Pōrangahau,T
2843,Whangarei,majorlocality_name,Whangārei,T
1673,Whakatane,majorlocality_name,Whakatāne,T
1501,Kaikoura,city_name,Kaikōura,T
8965,Turangi,majorlocality_name,Tūrangi,T
2808,Mangonui,majorlocality_name,Mangōnui,T
3513,Ohaupo,majorlocality_name,Ōhaupō,T
4517,Motiti Island,majorlocality_name,Mōtītī Island,T
8815,Whangarei,city_name,Whangārei,T
325,Takaka,majorlocality_name,Tākaka,T
49,Otane,majorlocality_name,Ōtāne,T
1152,Otane,majorlocality_name,Ōtāne,T
2391,Turangi,majorlocality_name,Tūrangi,T
4024,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
8863,Taupo,majorlocality_name,Taupō,T
2525,Takaka,majorlocality_name,Tākaka,T
2220,Whakatane,majorlocality_name,Whakatāne,T
2363,Turangi,majorlocality_name,Tūrangi,T
6549,Okaihau,majorlocality_name,Ōkaihau,T
4102,Otaua,majorlocality_name,Ōtaua,T
2858,Whangarei,majorlocality_name,Whangārei,T
2660,Whakatane,majorlocality_name,Whakatāne,T
4020,Whangamata,city_name,Whangamatā,T
2948,Opunake,city_name,Ōpunake,T
3637,Otaki,city_name,Ōtaki,T
1208,Whangarei,majorlocality_name,Whangārei,T
8910,Wharekopae,majorlocality_name,Wharekōpae,T
1339,Putaruru,majorlocality_name,Putāruru,T
8861,Taupo,majorlocality_name,Taupō,T
8647,Otaki,city_name,Ōtaki,T
1088,Hawera,majorlocality_name,Hāwera,T
8833,Whangarei,majorlocality_name,Whangārei,T
1453,Taneatua,majorlocality_name,Tāneatua,T
1068,Whangarei,majorlocality_name,Whangārei,T
2769,Te Kopuru,majorlocality_name,Te Kōpuru,T
8867,Taupo,majorlocality_name,Taupō,T
1050,Hawera,majorlocality_name,Hāwera,T
2945,Makara Beach,city_name,Mākara Beach,T
3280,Takaka,city_name,Tākaka,T
1844,Ohura,majorlocality_name,Ōhura,T
2743,Takaka,majorlocality_name,Tākaka,T
2672,Whakamarama,majorlocality_name,Whakamārama,T
3398,Ohaupo,city_name,Ōhaupō,T
1697,Tirau,majorlocality_name,Tīrau,T
1454,Mapua,city_name,Māpua,T
247,Whakatane,city_name,Whakatāne,T
1072,Opunake,majorlocality_name,Ōpunake,T
1031,Whangarei,majorlocality_name,Whangārei,T
2745,Hawera,majorlocality_name,Hāwera,T
8868,Taupo,majorlocality_name,Taupō,T
1113,Opaki,majorlocality_name,Ōpaki,T
929,Opaki,majorlocality_name,Ōpaki,T
4063,Lake Hawea,majorlocality_name,Lake Hāwea,T
1635,Otane,majorlocality_name,Ōtāne,T
3546,Ohaupo,majorlocality_name,Ōhaupō,T
711,Whangarei,majorlocality_name,Whangārei,T
2442,Taupo,majorlocality_name,Taupō,T
2857,Ruakaka,city_name,Ruakākā,T
2284,Tirau,city_name,Tīrau,T
8865,Taupo,city_name,Taupō,T
2527,Takaka,majorlocality_name,Tākaka,T
1413,Whangarei,majorlocality_name,Whangārei,T
68,Hawera,majorlocality_name,Hāwera,T
2810,Mangonui,majorlocality_name,Mangōnui,T
1341,Whangarei,majorlocality_name,Whangārei,T
2970,Taupo,city_name,Taupō,T
8831,Putaruru,majorlocality_name,Putāruru,T
2845,Whangarei,majorlocality_name,Whangārei,T
2939,Opotiki,city_name,Ōpōtiki,T
8864,Taupo,city_name,Taupō,T
2292,Taupo,majorlocality_name,Taupō,T
2661,Whakatane,city_name,Whakatāne,T
2349,Kaikoura,city_name,Kaikōura,T
1926,Whangarei,city_name,Whangārei,T
424,Whangarei,majorlocality_name,Whangārei,T
2738,Hawera,majorlocality_name,Hāwera,T
2679,Whangamata,majorlocality_name,Whangamatā,T
2526,Takaka,majorlocality_name,Tākaka,T
680,Whangarei,majorlocality_name,Whangārei,T
2531,Takaka,majorlocality_name,Tākaka,T
831,Mangatawhiri,majorlocality_name,Mangatāwhiri,T
2417,Taupo,majorlocality_name,Taupō,T
88,Hawera,majorlocality_name,Hāwera,T
1686,Tinui,majorlocality_name,Tīnui,T
1152,Otane,city_name,Ōtāne,T
8893,Nuhaka,majorlocality_name,Nūhaka,T
8863,Taupo,city_name,Taupō,T
2551,Okiwi Bay,majorlocality_name,Ōkiwi Bay,T
450,Kaikoura,majorlocality_name,Kaikōura,T
979,Opaki,majorlocality_name,Ōpaki,T
1948,Putaruru,majorlocality_name,Putāruru,T
3556,Ohaupo,majorlocality_name,Ōhaupō,T
2851,Whangarei,city_name,Whangārei,T
1120,Opotiki,majorlocality_name,Ōpōtiki,T
4005,Turangi,majorlocality_name,Tūrangi,T
8672,Turangi,majorlocality_name,Tūrangi,T
3332,Ohaupo,majorlocality_name,Ōhaupō,T
3240,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
1501,Kaikoura,majorlocality_name,Kaikōura,T
2843,Whangarei,city_name,Whangārei,T
3513,Ohaupo,city_name,Ōhaupō,T
8815,Whangarei,majorlocality_name,Whangārei,T
630,Kaikoura,majorlocality_name,Kaikōura,T
1273,Pokeno,majorlocality_name,Pōkeno,T
1820,Opotiki,majorlocality_name,Ōpōtiki,T
2251,Whangarei,majorlocality_name,Whangārei,T
1612,Taneatua,majorlocality_name,Tāneatua,T
2025,Whangarei,city_name,Whangārei,T
2007,Ohaupo,majorlocality_name,Ōhaupō,T
2841,Whangarei,city_name,Whangārei,T
2844,Whangarei,majorlocality_name,Whangārei,T
3982,Taupo,city_name,Taupō,T
2599,Tinui,majorlocality_name,Tīnui,T
1814,Ngaruawahia,majorlocality_name,Ngāruawāhia,T
2634,Mahia,majorlocality_name,Māhia,T
2953,Awhitu,majorlocality_name,Āwhitu,T
657,Hawera,majorlocality_name,Hāwera,T
2369,Ngaruawahia,city_name,Ngāruawāhia,T
2604,Waimarama,majorlocality_name,Waimārama,T
1582,Taneatua,majorlocality_name,Tāneatua,T
2963,Kumeu,city_name,Kumeū,T
2849,Whangarei,majorlocality_name,Whangārei,T
2219,Turangi,majorlocality_name,Tūrangi,T
2673,Omokoroa,majorlocality_name,Ōmokoroa,T
818,Whakatane,majorlocality_name,Whakatāne,T
8972,Opotiki,majorlocality_name,Ōpōtiki,T
3420,Whangarei,majorlocality_name,Whangārei,T
2659,Ohope,city_name,Ōhope,T
8860,Taupo,city_name,Taupō,T
2443,Turangi,city_name,Tūrangi,T
2591,Tinui,majorlocality_name,Tīnui,T
2842,Whangarei,city_name,Whangārei,T
1698,Eketahuna,majorlocality_name,Eketāhuna,T
3714,Otaki,city_name,Ōtaki,T
1070,Oakura,city_name,Ōakura,T
1709,Hawera,majorlocality_name,Hāwera,T
